epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
49,3414.39,1.69281,1.30076,0.97892,0.59426,0.54209,0.55618,0.36871,1.70276,1.25253,0.99302,0.000448291,0.000448291,0.000448291
50,3490.12,1.71888,1.33869,0.99055,0.59981,0.55486,0.5699,0.38494,1.67422,1.24615,0.99088,0.000445381,0.000445381,0.000445381
51,3558.4,1.69847,1.30295,0.98152,0.61504,0.55706,0.57604,0.36513,1.74297,1.26881,0.99814,0.00044247,0.00044247,0.00044247
52,3632.04,1.66875,1.289,0.97924,0.64269,0.54098,0.58813,0.39434,1.67317,1.22229,0.9858,0.000439559,0.000439559,0.000439559
53,3697.24,1.66835,1.28036,0.98283,0.65044,0.57373,0.60978,0.41867,1.63831,1.22375,0.98312,0.000436649,0.000436649,0.000436649
54,3846.23,1.68883,1.28504,0.98295,0.60239,0.57545,0.58738,0.39987,1.62886,1.22534,0.98091,0.000433738,0.000433738,0.000433738
55,3912.02,1.66042,1.2802,0.97609,0.64281,0.5613,0.58478,0.39932,1.64099,1.21345,0.98121,0.000430828,0.000430828,0.000430828
56,3976.32,1.66438,1.27862,0.9805,0.63509,0.55195,0.58961,0.40145,1.65191,1.20479,0.98445,0.000427917,0.000427917,0.000427917
57,4046.41,1.66141,1.25171,0.9717,0.63681,0.57325,0.60526,0.41628,1.61383,1.18683,0.97273,0.000425006,0.000425006,0.000425006
58,4112.71,1.65138,1.25901,0.97357,0.64712,0.5782,0.60529,0.40876,1.66823,1.23219,0.98178,0.000422096,0.000422096,0.000422096
59,4179.15,1.67413,1.26745,0.97426,0.66111,0.55526,0.59511,0.39986,1.62376,1.20847,0.97469,0.000419185,0.000419185,0.000419185
60,4244,1.64828,1.23893,0.96756,0.67503,0.57707,0.61428,0.41523,1.6361,1.19993,0.97765,0.000416275,0.000416275,0.000416275
61,4308.82,1.64955,1.25542,0.97502,0.67568,0.57259,0.60756,0.40867,1.61702,1.21227,0.97519,0.000413364,0.000413364,0.000413364
62,4375.11,1.68261,1.24919,0.97809,0.69799,0.56302,0.60302,0.40728,1.62392,1.19827,0.97893,0.000410453,0.000410453,0.000410453
63,4446.66,1.65693,1.24912,0.96827,0.62903,0.5749,0.60347,0.40061,1.64078,1.19475,0.98113,0.000407543,0.000407543,0.000407543
64,4515.28,1.63192,1.21641,0.96906,0.65425,0.57689,0.59936,0.41164,1.628,1.18676,0.97657,0.000404632,0.000404632,0.000404632
65,4590.83,1.64171,1.20598,0.97108,0.67311,0.58851,0.61735,0.4207,1.6219,1.16834,0.97346,0.000401722,0.000401722,0.000401722
66,4661.17,1.64397,1.21824,0.96406,0.67678,0.58348,0.60741,0.4153,1.62359,1.19625,0.97947,0.000398811,0.000398811,0.000398811
67,4727.38,1.64381,1.21615,0.97128,0.63473,0.59162,0.60557,0.39807,1.63573,1.19458,0.97575,0.0003959,0.0003959,0.0003959
68,4793.54,1.64025,1.21218,0.96668,0.7142,0.5808,0.62831,0.43564,1.60478,1.16622,0.97044,0.00039299,0.00039299,0.00039299
69,4869.86,1.61761,1.18841,0.96029,0.69498,0.58013,0.61827,0.42524,1.60202,1.16776,0.97114,0.000390079,0.000390079,0.000390079
70,4945.57,1.63497,1.19604,0.96585,0.69073,0.58343,0.61824,0.42149,1.63027,1.17577,0.97714,0.000387169,0.000387169,0.000387169
71,5017.71,1.5867,1.17703,0.96006,0.68263,0.58291,0.63224,0.43238,1.61012,1.14933,0.97379,0.000384258,0.000384258,0.000384258
72,5097.77,1.61646,1.19201,0.96378,0.69425,0.60731,0.64042,0.41936,1.66683,1.1584,0.98676,0.000381347,0.000381347,0.000381347
73,5179.79,1.59674,1.18014,0.96151,0.69285,0.60144,0.64696,0.44615,1.59809,1.15093,0.96984,0.000378437,0.000378437,0.000378437
74,5419.82,1.61034,1.17957,0.96197,0.70745,0.58719,0.63586,0.43864,1.61638,1.16442,0.97151,0.000375526,0.000375526,0.000375526
75,5501.88,1.62175,1.17492,0.96707,0.71415,0.57516,0.63069,0.42528,1.63616,1.16047,0.97753,0.000372616,0.000372616,0.000372616
76,5586.74,1.6096,1.1766,0.95489,0.74824,0.57228,0.64021,0.44523,1.60638,1.13914,0.9703,0.000369705,0.000369705,0.000369705
77,5666.3,1.59364,1.1559,0.95496,0.70127,0.60749,0.65041,0.44887,1.59759,1.1274,0.97055,0.000366794,0.000366794,0.000366794
78,5748.31,1.61482,1.15951,0.96147,0.70876,0.61855,0.65378,0.44837,1.59046,1.12272,0.97011,0.000363884,0.000363884,0.000363884
79,5822.15,1.59203,1.13998,0.95555,0.71782,0.58811,0.64531,0.43655,1.59961,1.12079,0.96842,0.000360973,0.000360973,0.000360973
80,5899.82,1.61705,1.15795,0.96387,0.76186,0.59101,0.66346,0.45913,1.59963,1.12199,0.97115,0.000358063,0.000358063,0.000358063
81,5988.52,1.61106,1.15234,0.95534,0.70886,0.61187,0.65891,0.45137,1.57245,1.10953,0.96624,0.000355152,0.000355152,0.000355152
82,6068.2,1.5911,1.13434,0.95714,0.74344,0.61064,0.66466,0.43679,1.65394,1.13353,0.97958,0.000352241,0.000352241,0.000352241
83,6150.74,1.60641,1.14258,0.96195,0.74761,0.61171,0.66681,0.45672,1.58084,1.09727,0.96305,0.000349331,0.000349331,0.000349331
84,6231.85,1.59983,1.13205,0.96085,0.75985,0.62277,0.67533,0.46739,1.56599,1.08656,0.96122,0.00034642,0.00034642,0.00034642
85,6305.45,1.60548,1.13751,0.95485,0.74635,0.62288,0.67338,0.46414,1.58302,1.10391,0.96335,0.00034351,0.00034351,0.00034351
86,6385.71,1.59055,1.13484,0.95578,0.71903,0.62288,0.67353,0.46487,1.58998,1.09117,0.96464,0.000340599,0.000340599,0.000340599
87,6461.74,1.58052,1.13564,0.95219,0.74232,0.61151,0.6726,0.46396,1.57314,1.09409,0.9642,0.000337688,0.000337688,0.000337688
88,6535.43,1.56944,1.11399,0.94786,0.78548,0.57113,0.6692,0.46416,1.57154,1.10482,0.96105,0.000334778,0.000334778,0.000334778
89,6614.5,1.58222,1.12034,0.95257,0.73057,0.61955,0.67651,0.46287,1.58909,1.11129,0.96258,0.000331867,0.000331867,0.000331867
90,6692.91,1.58614,1.11919,0.9556,0.72996,0.62734,0.67247,0.46491,1.55984,1.08531,0.96159,0.000328957,0.000328957,0.000328957
91,6768.46,1.56558,1.10224,0.95533,0.71311,0.62825,0.6715,0.46509,1.58876,1.09646,0.96318,0.000326046,0.000326046,0.000326046
92,6872.24,1.55541,1.08906,0.94753,0.71949,0.63164,0.67371,0.47015,1.56877,1.08719,0.964,0.000323135,0.000323135,0.000323135
93,6959.52,1.57006,1.09857,0.94939,0.73588,0.64435,0.68892,0.47749,1.57514,1.06634,0.96218,0.000320225,0.000320225,0.000320225
94,7034.65,1.55841,1.09358,0.94589,0.75482,0.62552,0.67849,0.47027,1.59098,1.07686,0.9667,0.000317314,0.000317314,0.000317314
95,7111.84,1.56492,1.08763,0.94527,0.73254,0.63074,0.67409,0.46419,1.57701,1.06961,0.96208,0.000314404,0.000314404,0.000314404
96,7185.64,1.56266,1.09491,0.94624,0.75685,0.61192,0.67689,0.47302,1.57786,1.0701,0.96325,0.000311493,0.000311493,0.000311493
97,7263.67,1.54623,1.0695,0.94461,0.72803,0.63119,0.67408,0.45677,1.58386,1.07045,0.96273,0.000308582,0.000308582,0.000308582
98,7343.74,1.5748,1.09224,0.94838,0.73805,0.646,0.6969,0.49102,1.54601,1.0535,0.95468,0.000305672,0.000305672,0.000305672
99,7418.56,1.55164,1.08786,0.94881,0.78456,0.62493,0.69236,0.47801,1.5713,1.05813,0.96008,0.000302761,0.000302761,0.000302761
100,7495.4,1.54347,1.07149,0.94225,0.78337,0.62265,0.69471,0.4854,1.55076,1.05046,0.95613,0.000299851,0.000299851,0.000299851
101,7565.9,1.54234,1.06261,0.94481,0.78114,0.63448,0.70435,0.49093,1.55769,1.05001,0.95948,0.00029694,0.00029694,0.00029694
