epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
87,22237.9,1.52019,1.06758,0.97213,0.76406,0.67732,0.72775,0.51772,1.53643,1.03713,0.99519,0.00033516,0.00033516,0.00033516
88,22429.9,1.52618,1.05422,0.9723,0.81249,0.669,0.73849,0.52464,1.52186,1.03754,0.98914,0.00033222,0.00033222,0.00033222
89,22594.6,1.51141,1.05275,0.96988,0.77317,0.68626,0.73795,0.51529,1.5624,1.05605,0.99632,0.00032928,0.00032928,0.00032928
90,22917.4,1.52283,1.05791,0.97414,0.794,0.66824,0.72569,0.51662,1.5319,1.03986,0.9925,0.00032634,0.00032634,0.00032634
91,23047.4,1.49986,1.03474,0.97385,0.80757,0.6786,0.73375,0.5211,1.53736,1.0274,0.99155,0.0003234,0.0003234,0.0003234
92,23250.1,1.50209,1.03448,0.96795,0.80755,0.67326,0.73737,0.52789,1.52305,1.02142,0.98988,0.00032046,0.00032046,0.00032046
93,23438.4,1.51195,1.03763,0.96719,0.80094,0.69536,0.74763,0.53002,1.54834,1.01984,0.99187,0.00031752,0.00031752,0.00031752
94,23586,1.50488,1.02788,0.96495,0.78813,0.69342,0.74464,0.52993,1.55603,1.01632,0.9981,0.00031458,0.00031458,0.00031458
95,23707.9,1.50527,1.01807,0.96343,0.79697,0.69243,0.75003,0.53122,1.53307,1.00604,0.98989,0.00031164,0.00031164,0.00031164
96,24050.8,1.49527,1.02289,0.9592,0.79661,0.687,0.74508,0.53526,1.51935,0.99667,0.98639,0.0003087,0.0003087,0.0003087
97,24352.5,1.49115,1.00512,0.96269,0.77634,0.67852,0.7367,0.52416,1.52328,1.00771,0.98733,0.00030576,0.00030576,0.00030576
98,25240,1.51767,1.03769,0.96598,0.77616,0.70374,0.75112,0.54581,1.51071,0.99823,0.98272,0.00030282,0.00030282,0.00030282
99,25379.4,1.49907,1.01991,0.97268,0.80228,0.7079,0.75529,0.54555,1.51286,0.99162,0.98644,0.00029988,0.00029988,0.00029988
100,25572.1,1.49439,1.0181,0.96193,0.80172,0.69263,0.75416,0.53647,1.51389,0.99752,0.98614,0.00029694,0.00029694,0.00029694
101,25715.4,1.48731,0.99757,0.963,0.83125,0.69374,0.75729,0.54169,1.52066,0.99287,0.98803,0.000294,0.000294,0.000294
102,25970.5,1.48851,1.01198,0.96251,0.79701,0.70498,0.75557,0.54309,1.50345,0.98191,0.9831,0.00029106,0.00029106,0.00029106
103,26103,1.49736,0.99818,0.9684,0.81693,0.69466,0.76249,0.54874,1.52334,0.98086,0.98625,0.00028812,0.00028812,0.00028812
104,26252.9,1.48348,0.99659,0.95924,0.83078,0.69424,0.76795,0.55249,1.50673,0.97351,0.98374,0.00028518,0.00028518,0.00028518
105,26599.5,1.50403,1.00953,0.96847,0.83462,0.6936,0.7625,0.548,1.50649,0.97508,0.98316,0.00028224,0.00028224,0.00028224
106,27133.8,1.47994,0.99894,0.95883,0.83157,0.70431,0.76003,0.5471,1.50605,0.97252,0.98319,0.0002793,0.0002793,0.0002793
107,27292.9,1.4717,0.98146,0.96572,0.82361,0.69902,0.76624,0.55732,1.49975,0.96488,0.98277,0.00027636,0.00027636,0.00027636
108,27476.3,1.48556,0.99474,0.96202,0.81678,0.7043,0.76477,0.55039,1.50276,0.97189,0.9828,0.00027342,0.00027342,0.00027342
109,27774.4,1.4705,0.98629,0.96032,0.81097,0.70725,0.76337,0.55118,1.48533,0.981,0.97852,0.00027048,0.00027048,0.00027048
110,27929,1.47014,0.97274,0.96003,0.80796,0.70445,0.76852,0.55608,1.49332,0.96702,0.98175,0.00026754,0.00026754,0.00026754
111,28205.8,1.47203,0.97946,0.95187,0.82882,0.70244,0.77041,0.55675,1.50205,0.97013,0.98113,0.0002646,0.0002646,0.0002646
112,28475.6,1.46936,0.96841,0.95136,0.81677,0.72603,0.7753,0.56429,1.49282,0.96021,0.98129,0.00026166,0.00026166,0.00026166
113,28790.9,1.48117,0.98677,0.96136,0.82574,0.71749,0.77328,0.56209,1.49123,0.95533,0.97868,0.00025872,0.00025872,0.00025872
114,28943,1.46901,0.97942,0.96099,0.82669,0.71229,0.77337,0.55699,1.49592,0.97034,0.97984,0.00025578,0.00025578,0.00025578
115,29152.6,1.47395,0.97927,0.95658,0.84068,0.69843,0.77862,0.562,1.49898,0.97337,0.97786,0.00025284,0.00025284,0.00025284
116,29293.7,1.46318,0.96623,0.95819,0.83383,0.70494,0.77537,0.55659,1.49332,0.97318,0.97994,0.0002499,0.0002499,0.0002499
117,29471.2,1.46645,0.97246,0.95148,0.83516,0.71292,0.77611,0.56309,1.49082,0.95846,0.98013,0.00024696,0.00024696,0.00024696
118,29662.4,1.47233,0.98249,0.95884,0.81777,0.71485,0.7782,0.563,1.4812,0.95794,0.97678,0.00024402,0.00024402,0.00024402
119,30247.9,1.46551,0.96559,0.95092,0.82425,0.71966,0.77064,0.55549,1.48952,0.95585,0.97869,0.00024108,0.00024108,0.00024108
120,30491.3,1.45474,0.96879,0.95396,0.80415,0.7305,0.77296,0.56323,1.4866,0.94673,0.97886,0.00023814,0.00023814,0.00023814
121,30764.9,1.46017,0.95512,0.96239,0.81442,0.72843,0.77855,0.56366,1.48144,0.95747,0.97983,0.0002352,0.0002352,0.0002352
122,30985.9,1.46059,0.96735,0.95801,0.79036,0.73152,0.77664,0.56106,1.49321,0.95532,0.97719,0.00023226,0.00023226,0.00023226
123,31432.9,1.45952,0.9603,0.95719,0.81278,0.74,0.78144,0.57011,1.47818,0.95223,0.97616,0.00022932,0.00022932,0.00022932
124,32038.5,1.47383,0.96605,0.9546,0.81006,0.7193,0.77309,0.56535,1.4765,0.95124,0.97516,0.00022638,0.00022638,0.00022638
125,32287,1.44593,0.94705,0.95372,0.83156,0.72707,0.78673,0.57071,1.48091,0.94917,0.97775,0.00022344,0.00022344,0.00022344
126,32511.5,1.444,0.94504,0.94632,0.83617,0.72631,0.78256,0.57321,1.4751,0.94389,0.97528,0.0002205,0.0002205,0.0002205
127,32738.8,1.45948,0.9584,0.95275,0.83356,0.72252,0.78561,0.56967,1.47642,0.93595,0.97388,0.00021756,0.00021756,0.00021756
128,32921.5,1.45217,0.94451,0.95191,0.81399,0.73049,0.78301,0.57545,1.46987,0.93849,0.97392,0.00021462,0.00021462,0.00021462
129,33063.3,1.43536,0.94007,0.94528,0.81283,0.7307,0.78115,0.56571,1.48064,0.93732,0.97712,0.00021168,0.00021168,0.00021168
130,33271.6,1.46096,0.94962,0.94934,0.80468,0.73412,0.78622,0.5741,1.4744,0.93873,0.97365,0.00020874,0.00020874,0.00020874
131,33528.9,1.45819,0.95157,0.95328,0.81623,0.7382,0.78631,0.5742,1.46802,0.93184,0.97214,0.0002058,0.0002058,0.0002058
132,33879.2,1.43649,0.93998,0.9544,0.81208,0.74249,0.78895,0.5676,1.47301,0.9352,0.97609,0.00020286,0.00020286,0.00020286
133,34102.5,1.45168,0.95318,0.95635,0.80058,0.73493,0.78417,0.57353,1.47742,0.93347,0.97645,0.00019992,0.00019992,0.00019992
134,34350.7,1.46685,0.95309,0.95379,0.8372,0.72441,0.78644,0.57602,1.47058,0.92706,0.9752,0.00019698,0.00019698,0.00019698
135,34486.4,1.44622,0.93634,0.94657,0.84834,0.72139,0.79149,0.57148,1.47641,0.93195,0.97488,0.00019404,0.00019404,0.00019404
136,34676,1.43389,0.92386,0.9401,0.84457,0.72139,0.78647,0.57549,1.46499,0.93109,0.97248,0.0001911,0.0001911,0.0001911
137,34901.6,1.4533,0.94397,0.94943,0.827,0.73931,0.78931,0.57658,1.47907,0.93654,0.97401,0.00018816,0.00018816,0.00018816
138,35019.7,1.43477,0.92122,0.94542,0.85414,0.73645,0.79566,0.58066,1.47142,0.92741,0.97472,0.00018522,0.00018522,0.00018522
139,35299.2,1.41788,0.912,0.94497,0.81715,0.74597,0.79242,0.57973,1.46622,0.9277,0.97403,0.00018228,0.00018228,0.00018228
140,35593.9,1.4458,0.94205,0.9518,0.84354,0.72539,0.79134,0.57676,1.47612,0.9288,0.97545,0.00017934,0.00017934,0.00017934
141,35739.6,1.44059,0.92128,0.94636,0.81985,0.72594,0.78545,0.57222,1.47074,0.92706,0.97264,0.0001764,0.0001764,0.0001764
142,35880.6,1.43523,0.92354,0.94565,0.83044,0.74064,0.794,0.57906,1.47393,0.92188,0.97423,0.00017346,0.00017346,0.00017346
143,36095.7,1.42286,0.91366,0.94578,0.84946,0.72975,0.79445,0.58396,1.46545,0.92234,0.97179,0.00017052,0.00017052,0.00017052
144,36287.5,1.44759,0.92448,0.95112,0.85029,0.73048,0.80056,0.59028,1.45971,0.91501,0.97296,0.00016758,0.00016758,0.00016758
145,36442.6,1.42641,0.91281,0.94432,0.83701,0.73476,0.79404,0.57973,1.45999,0.91772,0.97095,0.00016464,0.00016464,0.00016464
146,36678,1.41766,0.9173,0.94448,0.81249,0.75065,0.79788,0.58792,1.45727,0.9122,0.97069,0.0001617,0.0001617,0.0001617
147,36838.9,1.41173,0.91104,0.94332,0.84621,0.72525,0.79873,0.5796,1.46579,0.91667,0.97054,0.00015876,0.00015876,0.00015876
148,37001.9,1.43285,0.90909,0.94971,0.84969,0.73376,0.79661,0.58578,1.45967,0.90647,0.96839,0.00015582,0.00015582,0.00015582
149,37170.1,1.41381,0.9064,0.94148,0.84289,0.74277,0.80096,0.58445,1.45845,0.90654,0.96997,0.00015288,0.00015288,0.00015288
150,37528.4,1.43445,0.91151,0.94611,0.8234,0.75533,0.79942,0.58729,1.45554,0.90351,0.96816,0.00014994,0.00014994,0.00014994
151,37671.8,1.43387,0.9179,0.94148,0.83396,0.74668,0.80435,0.59084,1.45545,0.90351,0.96925,0.000147,0.000147,0.000147
152,38167.1,1.40322,0.90256,0.94229,0.86322,0.72904,0.79803,0.58505,1.45543,0.90399,0.96785,0.00014406,0.00014406,0.00014406
153,38346.8,1.41974,0.90696,0.94686,0.85745,0.736,0.80159,0.58757,1.45769,0.91181,0.96908,0.00014112,0.00014112,0.00014112
154,38590.3,1.41483,0.89929,0.94789,0.85203,0.73827,0.80471,0.59604,1.45026,0.90178,0.96851,0.00013818,0.00013818,0.00013818
155,38952.2,1.41925,0.89932,0.9393,0.84659,0.74946,0.80823,0.59906,1.44793,0.89695,0.96508,0.00013524,0.00013524,0.00013524
156,39102.9,1.4198,0.89917,0.9449,0.86651,0.74211,0.80877,0.59928,1.44944,0.8966,0.96745,0.0001323,0.0001323,0.0001323
157,39219,1.41667,0.9016,0.94245,0.80929,0.76111,0.80911,0.5875,1.45314,0.90588,0.96956,0.00012936,0.00012936,0.00012936
158,39379.7,1.40043,0.88797,0.9413,0.86743,0.73957,0.80902,0.59535,1.44761,0.89497,0.96613,0.00012642,0.00012642,0.00012642
159,39656.8,1.41394,0.90037,0.94318,0.85814,0.74761,0.80912,0.5973,1.44983,0.89725,0.96647,0.00012348,0.00012348,0.00012348
160,39798.5,1.40335,0.89378,0.94457,0.86812,0.73875,0.80975,0.59722,1.44425,0.89203,0.96638,0.00012054,0.00012054,0.00012054
161,40180,1.42372,0.89421,0.94443,0.86698,0.73787,0.80929,0.59922,1.43934,0.89476,0.96433,0.0001176,0.0001176,0.0001176
162,40357.7,1.39714,0.88847,0.9411,0.87177,0.73916,0.80871,0.59556,1.44404,0.8927,0.96505,0.00011466,0.00011466,0.00011466
163,40584.7,1.4141,0.89917,0.93724,0.86257,0.73808,0.80647,0.59502,1.44678,0.89722,0.96757,0.00011172,0.00011172,0.00011172
164,40733.9,1.40084,0.89121,0.93768,0.87567,0.73335,0.80756,0.59683,1.43784,0.8935,0.96462,0.00010878,0.00010878,0.00010878
165,40919.9,1.39913,0.88931,0.93387,0.87894,0.74428,0.81347,0.60302,1.43433,0.88499,0.96332,0.00010584,0.00010584,0.00010584
166,41064.4,1.42057,0.891,0.9461,0.86097,0.74901,0.81177,0.60045,1.44547,0.88551,0.96458,0.0001029,0.0001029,0.0001029
167,41190.2,1.41716,0.88803,0.93927,0.86272,0.74802,0.80966,0.59903,1.4332,0.88501,0.96236,9.996e-05,9.996e-05,9.996e-05
168,41421.7,1.42189,0.89573,0.93735,0.87505,0.74181,0.81189,0.59999,1.43828,0.88917,0.9627,9.702e-05,9.702e-05,9.702e-05
169,41841,1.38764,0.87646,0.93523,0.87221,0.74212,0.80683,0.59873,1.43763,0.88373,0.96242,9.408e-05,9.408e-05,9.408e-05
170,42173,1.4049,0.89298,0.93562,0.86307,0.7384,0.8053,0.59535,1.43998,0.88778,0.96404,9.114e-05,9.114e-05,9.114e-05
171,42355.7,1.39419,0.87962,0.93371,0.8624,0.7477,0.80976,0.60026,1.44058,0.88318,0.96222,8.82e-05,8.82e-05,8.82e-05
172,42567.4,1.4025,0.88286,0.93722,0.85292,0.75525,0.81246,0.60014,1.43898,0.88584,0.96317,8.526e-05,8.526e-05,8.526e-05
173,42766.7,1.41104,0.88775,0.93353,0.85329,0.74992,0.8119,0.59883,1.43863,0.88179,0.962,8.232e-05,8.232e-05,8.232e-05
174,43007,1.38117,0.86473,0.93798,0.86793,0.74737,0.81266,0.60219,1.43268,0.87735,0.96161,7.938e-05,7.938e-05,7.938e-05
175,43194.4,1.39267,0.87437,0.94066,0.85411,0.74938,0.81003,0.59908,1.44677,0.88708,0.96453,7.644e-05,7.644e-05,7.644e-05
176,43418.3,1.40423,0.88103,0.93653,0.85978,0.73934,0.81174,0.60426,1.43072,0.88043,0.96184,7.35e-05,7.35e-05,7.35e-05
177,43682.3,1.39735,0.87517,0.93212,0.86189,0.73561,0.81068,0.60039,1.44253,0.88561,0.96252,7.056e-05,7.056e-05,7.056e-05
178,44411.1,1.39801,0.87709,0.93413,0.85979,0.74896,0.81251,0.60044,1.43375,0.8783,0.96179,6.762e-05,6.762e-05,6.762e-05
179,44653.9,1.37643,0.85895,0.93327,0.85649,0.75595,0.81305,0.60153,1.43803,0.87523,0.96193,6.468e-05,6.468e-05,6.468e-05
180,44830,1.3868,0.86763,0.93563,0.86203,0.74059,0.81251,0.60034,1.43651,0.8783,0.9632,6.174e-05,6.174e-05,6.174e-05
181,45147.2,1.37687,0.86307,0.93213,0.88212,0.73954,0.80721,0.59994,1.43138,0.87702,0.96075,5.88e-05,5.88e-05,5.88e-05
182,45278.9,1.38363,0.85932,0.93319,0.86636,0.74736,0.81167,0.60344,1.43308,0.87794,0.96147,5.586e-05,5.586e-05,5.586e-05
183,45524.7,1.38201,0.85744,0.93565,0.86946,0.75353,0.81251,0.60108,1.42643,0.87538,0.95977,5.292e-05,5.292e-05,5.292e-05
