epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
61,4081.23,1.6565,1.26225,0.97577,0.65234,0.5559,0.59998,0.40233,1.62141,1.21194,0.97468,0.000399204,0.000399204,0.000399204
62,4145.75,1.67851,1.25525,0.97836,0.64346,0.57048,0.58033,0.39316,1.62318,1.22864,0.98043,0.000396058,0.000396058,0.000396058
63,4212.82,1.65432,1.24928,0.96658,0.65034,0.57126,0.61253,0.41067,1.63678,1.19386,0.98025,0.000392911,0.000392911,0.000392911
64,4278.17,1.62395,1.21222,0.96706,0.68853,0.55775,0.6113,0.41613,1.62683,1.20017,0.97767,0.000389765,0.000389765,0.000389765
65,4347.27,1.64383,1.20478,0.97141,0.7093,0.57138,0.62012,0.41571,1.62346,1.17442,0.97534,0.000386618,0.000386618,0.000386618
66,4412.61,1.64815,1.22537,0.96495,0.69428,0.57954,0.62156,0.42088,1.61836,1.18263,0.97681,0.000383471,0.000383471,0.000383471
67,4482.39,1.64006,1.21165,0.96992,0.65944,0.56172,0.61044,0.4079,1.63905,1.19176,0.97743,0.000380325,0.000380325,0.000380325
68,4551.33,1.63148,1.20909,0.96507,0.67497,0.58078,0.61333,0.42466,1.61668,1.17448,0.97344,0.000377178,0.000377178,0.000377178
69,4620.76,1.62579,1.19192,0.963,0.72438,0.55661,0.62189,0.43284,1.59683,1.16658,0.97093,0.000374032,0.000374032,0.000374032
70,4692.91,1.6371,1.19823,0.96463,0.69314,0.57655,0.62607,0.4303,1.61432,1.16022,0.9721,0.000370885,0.000370885,0.000370885
71,4758.5,1.5846,1.17436,0.95977,0.66403,0.60761,0.64221,0.44483,1.60181,1.14126,0.96986,0.000367738,0.000367738,0.000367738
72,4823.71,1.61218,1.18316,0.9626,0.68051,0.60928,0.63775,0.41695,1.64849,1.15919,0.98331,0.000364592,0.000364592,0.000364592
73,4893.99,1.59504,1.17767,0.96161,0.67718,0.5797,0.63045,0.43262,1.60171,1.15938,0.97083,0.000361445,0.000361445,0.000361445
74,4975.08,1.60931,1.17463,0.96092,0.68275,0.59256,0.62871,0.42897,1.62158,1.15682,0.96926,0.000358299,0.000358299,0.000358299
75,5043.3,1.61385,1.16726,0.96715,0.71866,0.58688,0.64263,0.43661,1.61362,1.14374,0.97329,0.000355152,0.000355152,0.000355152
76,5114.4,1.60655,1.17227,0.95324,0.73141,0.58487,0.6364,0.44024,1.60384,1.12814,0.96917,0.000352005,0.000352005,0.000352005
77,5182.58,1.59542,1.15446,0.95544,0.66658,0.61057,0.64811,0.44955,1.59394,1.13853,0.96613,0.000348859,0.000348859,0.000348859
78,5256.14,1.61202,1.16037,0.9611,0.71439,0.61209,0.66304,0.45424,1.58687,1.11996,0.96826,0.000345712,0.000345712,0.000345712
79,5323.14,1.59413,1.13874,0.95588,0.73881,0.58405,0.65361,0.44493,1.58692,1.11825,0.96642,0.000342566,0.000342566,0.000342566
80,5392.41,1.61545,1.15572,0.96416,0.68712,0.62126,0.6486,0.44907,1.58837,1.11249,0.97,0.000339419,0.000339419,0.000339419
81,5469.76,1.61164,1.14874,0.95445,0.70239,0.60008,0.64878,0.44894,1.56668,1.11084,0.96363,0.000336272,0.000336272,0.000336272
82,5534.35,1.58758,1.13571,0.95564,0.71333,0.60654,0.65715,0.43527,1.64389,1.12394,0.9743,0.000333126,0.000333126,0.000333126
83,5596.52,1.59687,1.1409,0.96063,0.70289,0.6261,0.66177,0.46105,1.56705,1.09321,0.96046,0.000329979,0.000329979,0.000329979
84,5660.81,1.59393,1.12823,0.95903,0.74228,0.62649,0.66296,0.45242,1.59373,1.10431,0.96573,0.000326833,0.000326833,0.000326833
85,5724.73,1.60381,1.13893,0.95388,0.73085,0.62274,0.66621,0.4605,1.58942,1.10742,0.96334,0.000323686,0.000323686,0.000323686
86,5790.86,1.59828,1.13621,0.95693,0.71573,0.62243,0.66009,0.46194,1.58624,1.08642,0.96123,0.000320539,0.000320539,0.000320539
87,5856.26,1.58147,1.13406,0.95341,0.70863,0.62906,0.66647,0.45773,1.57881,1.08549,0.96417,0.000317393,0.000317393,0.000317393
88,5919.62,1.57457,1.11169,0.94858,0.75151,0.60089,0.66517,0.46064,1.57381,1.09866,0.95835,0.000314246,0.000314246,0.000314246
89,5988.01,1.56829,1.11332,0.95034,0.72288,0.6312,0.67668,0.47058,1.57769,1.09718,0.95945,0.0003111,0.0003111,0.0003111
90,6059.53,1.5802,1.11797,0.95373,0.73258,0.62217,0.67074,0.46313,1.56384,1.08179,0.96041,0.000307953,0.000307953,0.000307953
91,6128.63,1.56813,1.1036,0.95465,0.75438,0.61736,0.67105,0.4613,1.60859,1.09381,0.96793,0.000304806,0.000304806,0.000304806
92,6197.19,1.55959,1.09209,0.9482,0.72311,0.64115,0.68439,0.47626,1.55316,1.07641,0.95941,0.00030166,0.00030166,0.00030166
93,6266.85,1.56623,1.09716,0.94786,0.74871,0.62468,0.67677,0.46705,1.5818,1.07564,0.95962,0.000298513,0.000298513,0.000298513
94,6331.88,1.55867,1.08948,0.94465,0.77819,0.60544,0.67527,0.4636,1.59873,1.07898,0.96395,0.000295367,0.000295367,0.000295367
95,6396.96,1.56226,1.0825,0.94427,0.74821,0.60789,0.66769,0.45699,1.58514,1.08679,0.9637,0.00029222,0.00029222,0.00029222
96,6462.17,1.55967,1.09279,0.94463,0.75025,0.62258,0.67727,0.4707,1.57041,1.06265,0.95948,0.000289074,0.000289074,0.000289074
97,6530.14,1.54274,1.06483,0.94446,0.7304,0.64175,0.68063,0.46558,1.56874,1.06132,0.96083,0.000285927,0.000285927,0.000285927
98,6600.08,1.56728,1.08651,0.94743,0.76408,0.61849,0.69043,0.48258,1.54873,1.06678,0.95468,0.00028278,0.00028278,0.00028278
99,6667.87,1.54265,1.08339,0.94709,0.7725,0.62746,0.68311,0.4695,1.57471,1.06936,0.96114,0.000279634,0.000279634,0.000279634
100,6738.66,1.54842,1.07371,0.9437,0.73255,0.63885,0.68368,0.4718,1.56558,1.05967,0.95738,0.000276487,0.000276487,0.000276487
101,6802.85,1.53664,1.06047,0.94326,0.79024,0.62945,0.69061,0.48164,1.55769,1.05722,0.95696,0.000273341,0.000273341,0.000273341
102,6867.61,1.541,1.08243,0.94362,0.75358,0.6537,0.69765,0.48941,1.52895,1.05274,0.95218,0.000270194,0.000270194,0.000270194
103,6938.51,1.53544,1.06397,0.94644,0.74378,0.64226,0.69433,0.48491,1.54751,1.05261,0.95425,0.000267047,0.000267047,0.000267047
104,7006.74,1.53919,1.06417,0.93833,0.72406,0.65688,0.68546,0.48388,1.54907,1.06196,0.95763,0.000263901,0.000263901,0.000263901
105,7084,1.55171,1.07506,0.94622,0.77641,0.64751,0.70485,0.49406,1.54426,1.05262,0.95682,0.000260754,0.000260754,0.000260754
106,7169.81,1.54971,1.0709,0.94216,0.7305,0.65673,0.7002,0.48826,1.56025,1.05796,0.9592,0.000257608,0.000257608,0.000257608
107,7238.64,1.53514,1.04844,0.94744,0.75213,0.64211,0.70245,0.5011,1.53123,1.03351,0.95224,0.000254461,0.000254461,0.000254461
108,7311.78,1.52231,1.04695,0.93905,0.76871,0.64386,0.70341,0.48689,1.55924,1.03946,0.95812,0.000251314,0.000251314,0.000251314
109,7384.24,1.51631,1.04539,0.93861,0.75853,0.64958,0.70462,0.49026,1.53156,1.03795,0.95319,0.000248168,0.000248168,0.000248168
110,7451.87,1.51568,1.03493,0.93927,0.78557,0.64209,0.7044,0.48952,1.54513,1.03637,0.95323,0.000245021,0.000245021,0.000245021
111,7530.23,1.51509,1.04155,0.93292,0.7589,0.65269,0.70836,0.49684,1.5399,1.04469,0.9503,0.000241875,0.000241875,0.000241875
112,7600.67,1.51585,1.03786,0.9326,0.78043,0.64434,0.69926,0.49324,1.5349,1.02947,0.94998,0.000238728,0.000238728,0.000238728
113,7668.65,1.53383,1.05012,0.94059,0.76312,0.6638,0.70907,0.49887,1.53837,1.01914,0.95281,0.000235581,0.000235581,0.000235581
114,7736.42,1.52387,1.04215,0.94166,0.77236,0.66041,0.71277,0.50043,1.53445,1.02743,0.95189,0.000232435,0.000232435,0.000232435
115,7810.38,1.52776,1.04177,0.93728,0.76968,0.65047,0.70981,0.49148,1.54859,1.03768,0.95588,0.000229288,0.000229288,0.000229288
116,7879.94,1.51192,1.02493,0.93838,0.79118,0.63861,0.71305,0.50025,1.53426,1.02668,0.95128,0.000226142,0.000226142,0.000226142
117,7951.25,1.51896,1.03463,0.93134,0.78627,0.65553,0.71593,0.50792,1.53475,1.01683,0.94787,0.000222995,0.000222995,0.000222995
118,8022.97,1.53611,1.04265,0.94163,0.77282,0.66044,0.71757,0.5002,1.5308,1.0305,0.94901,0.000219848,0.000219848,0.000219848
119,8100.54,1.52055,1.02942,0.9318,0.7964,0.64396,0.71541,0.50266,1.53227,1.02561,0.95,0.000216702,0.000216702,0.000216702
120,8173.59,1.5081,1.0197,0.93684,0.78761,0.66498,0.72334,0.51748,1.5138,1.00332,0.94528,0.000213555,0.000213555,0.000213555
121,8239.67,1.50403,1.00728,0.9404,0.81567,0.6418,0.72134,0.50225,1.53043,1.01389,0.94927,0.000210409,0.000210409,0.000210409
122,8306.52,1.51683,1.02522,0.93837,0.7733,0.66229,0.71959,0.50241,1.53983,1.01557,0.94896,0.000207262,0.000207262,0.000207262
123,8377.68,1.50899,1.0165,0.93698,0.75301,0.67718,0.72471,0.50873,1.52777,1.01457,0.95,0.000204115,0.000204115,0.000204115
124,8450.41,1.52514,1.01873,0.93585,0.78442,0.65818,0.72025,0.51181,1.51919,1.00388,0.9464,0.000200969,0.000200969,0.000200969
125,8533.89,1.49213,1.00477,0.93305,0.75347,0.66607,0.7129,0.50733,1.52392,1.00723,0.94839,0.000197822,0.000197822,0.000197822
126,8612.54,1.49342,1.00343,0.92785,0.78393,0.66941,0.72718,0.51665,1.51497,0.99993,0.94728,0.000194676,0.000194676,0.000194676
127,8686.08,1.50799,1.0116,0.93304,0.78139,0.65692,0.72204,0.51563,1.51627,0.99502,0.94698,0.000191529,0.000191529,0.000191529
128,8760,1.50401,1.00943,0.93304,0.78578,0.66771,0.73091,0.52283,1.50236,1.00522,0.94677,0.000188382,0.000188382,0.000188382
129,8826.29,1.49047,1.00205,0.92577,0.77825,0.66767,0.72736,0.51738,1.51907,1.00143,0.94929,0.000185236,0.000185236,0.000185236
130,8907.27,1.52096,1.02228,0.9327,0.78598,0.67202,0.72722,0.51706,1.51955,1.00637,0.94863,0.000182089,0.000182089,0.000182089
131,8976.5,1.5104,1.00781,0.93301,0.82377,0.65399,0.73008,0.52392,1.50653,0.99454,0.94583,0.000178943,0.000178943,0.000178943
132,9042.36,1.48399,0.9986,0.9365,0.76624,0.67928,0.73171,0.51154,1.52247,0.99717,0.94886,0.000175796,0.000175796,0.000175796
133,9114.99,1.49798,1.00777,0.93602,0.79504,0.67782,0.74274,0.52432,1.51285,0.99086,0.94589,0.00017265,0.00017265,0.00017265
134,9184.78,1.51379,1.00991,0.93353,0.74738,0.68158,0.72326,0.51534,1.50903,0.98649,0.94586,0.000169503,0.000169503,0.000169503
135,9253.16,1.49952,1.00777,0.92733,0.74841,0.67563,0.72024,0.50943,1.51773,0.99424,0.94477,0.000166356,0.000166356,0.000166356
136,9321.38,1.48122,0.98408,0.9226,0.80699,0.67492,0.72855,0.52133,1.50207,0.98754,0.94222,0.00016321,0.00016321,0.00016321
137,9384.88,1.51083,1.01541,0.93109,0.77797,0.6789,0.73608,0.52496,1.51087,0.99931,0.94473,0.000160063,0.000160063,0.000160063
138,9447.6,1.48895,0.98582,0.92798,0.80024,0.66538,0.73867,0.52959,1.50064,0.98969,0.94227,0.000156917,0.000156917,0.000156917
139,9508.52,1.46313,0.97022,0.92731,0.7804,0.67567,0.73719,0.52278,1.51058,0.98532,0.94291,0.00015377,0.00015377,0.00015377
140,9571.62,1.49332,1.00554,0.92997,0.79516,0.66854,0.73162,0.51309,1.51522,0.99342,0.94381,0.000150623,0.000150623,0.000150623
141,9637.59,1.49488,0.98502,0.92857,0.79699,0.6664,0.73437,0.52002,1.50791,0.9887,0.94258,0.000147477,0.000147477,0.000147477
142,9702.52,1.48851,0.98654,0.92619,0.82028,0.67454,0.73913,0.52829,1.50602,0.97652,0.94215,0.00014433,0.00014433,0.00014433
143,9770.16,1.47937,0.98079,0.92968,0.78589,0.68714,0.73971,0.53259,1.5059,0.97535,0.9443,0.000141184,0.000141184,0.000141184
144,9835.25,1.50031,0.98728,0.9305,0.79493,0.6807,0.73793,0.52908,1.49801,0.98345,0.94357,0.000138037,0.000138037,0.000138037
145,9904.53,1.48302,0.96731,0.92695,0.77724,0.68747,0.73701,0.53237,1.49102,0.97658,0.94102,0.00013489,0.00013489,0.00013489
146,9973.42,1.4654,0.97287,0.9256,0.79754,0.67482,0.73667,0.52543,1.5007,0.98012,0.9439,0.000131744,0.000131744,0.000131744
147,10041.1,1.45793,0.97501,0.92473,0.80455,0.67089,0.73732,0.52387,1.50409,0.98163,0.94347,0.000128597,0.000128597,0.000128597
148,10118.9,1.47808,0.96882,0.92902,0.79729,0.67452,0.73803,0.52825,1.5004,0.97079,0.94215,0.000125451,0.000125451,0.000125451
149,10187.3,1.46353,0.96701,0.9236,0.82324,0.66765,0.7372,0.53142,1.49508,0.97347,0.94196,0.000122304,0.000122304,0.000122304
150,10255.3,1.48667,0.97123,0.928,0.80621,0.67867,0.74277,0.53491,1.48252,0.97064,0.93827,0.000119157,0.000119157,0.000119157
151,10326.7,1.48485,0.98188,0.92285,0.77288,0.69346,0.74638,0.53475,1.48795,0.9705,0.93987,0.000116011,0.000116011,0.000116011
152,10395.2,1.45208,0.9621,0.92121,0.80972,0.67683,0.74134,0.53175,1.48859,0.9686,0.93819,0.000112864,0.000112864,0.000112864
153,10463.7,1.46736,0.969,0.92676,0.82474,0.67618,0.74796,0.53241,1.49063,0.96084,0.93858,0.000109718,0.000109718,0.000109718
154,10539.2,1.46276,0.95695,0.92813,0.82221,0.67286,0.74631,0.53221,1.49212,0.96736,0.94154,0.000106571,0.000106571,0.000106571
155,10601.9,1.46494,0.95778,0.92126,0.82342,0.66581,0.74662,0.53504,1.48778,0.95828,0.94081,0.000103424,0.000103424,0.000103424
156,10664.5,1.4598,0.95884,0.92452,0.80805,0.67376,0.74463,0.52838,1.50242,0.965,0.94231,0.000100278,0.000100278,0.000100278
157,10728.5,1.46232,0.96233,0.92315,0.77441,0.69109,0.74274,0.53005,1.49105,0.96274,0.93997,9.71312e-05,9.71312e-05,9.71312e-05
158,10797.5,1.45885,0.95483,0.92355,0.81354,0.67844,0.74949,0.53254,1.48955,0.9584,0.93755,9.39846e-05,9.39846e-05,9.39846e-05
159,10865.1,1.46885,0.96489,0.92579,0.80087,0.68438,0.75187,0.53603,1.48326,0.95178,0.93736,9.08381e-05,9.08381e-05,9.08381e-05
160,10937.1,1.45047,0.94856,0.92699,0.80838,0.68114,0.74958,0.53442,1.48736,0.94883,0.93855,8.76915e-05,8.76915e-05,8.76915e-05
161,11000.7,1.46965,0.95314,0.92299,0.80367,0.67984,0.74673,0.53814,1.47384,0.95237,0.93653,8.45449e-05,8.45449e-05,8.45449e-05
162,11063.3,1.44912,0.95254,0.92201,0.82066,0.67921,0.74839,0.53544,1.47839,0.95484,0.93658,8.13983e-05,8.13983e-05,8.13983e-05
163,11128.7,1.46333,0.95574,0.92137,0.81873,0.67606,0.74634,0.53713,1.47779,0.95457,0.93689,7.82517e-05,7.82517e-05,7.82517e-05
164,11191.8,1.44758,0.95337,0.92042,0.80841,0.6819,0.74841,0.53828,1.47713,0.95116,0.93552,7.51051e-05,7.51051e-05,7.51051e-05
165,11255.7,1.44938,0.95256,0.91547,0.82006,0.68149,0.75041,0.53363,1.48477,0.95158,0.93724,7.19585e-05,7.19585e-05,7.19585e-05
166,11319,1.4667,0.95539,0.92563,0.7858,0.69573,0.74624,0.53031,1.49317,0.955,0.93965,6.88119e-05,6.88119e-05,6.88119e-05
167,11382.2,1.46532,0.95557,0.92168,0.80435,0.68897,0.74944,0.53503,1.48121,0.95383,0.93763,6.56653e-05,6.56653e-05,6.56653e-05
168,11445.1,1.46837,0.95233,0.91989,0.8174,0.68422,0.75144,0.53672,1.47686,0.94984,0.93609,6.25187e-05,6.25187e-05,6.25187e-05
169,11507,1.44431,0.94121,0.91902,0.81978,0.68426,0.75181,0.54078,1.47083,0.94353,0.93529,5.93721e-05,5.93721e-05,5.93721e-05
170,11575.2,1.45425,0.95643,0.91782,0.8267,0.68009,0.74881,0.53997,1.47523,0.9457,0.93587,5.62255e-05,5.62255e-05,5.62255e-05
171,11643.7,1.44691,0.94447,0.91839,0.81613,0.67918,0.74822,0.53313,1.48374,0.94885,0.9381,5.30789e-05,5.30789e-05,5.30789e-05
172,11706.8,1.45014,0.94632,0.9193,0.81802,0.67783,0.74777,0.5353,1.47075,0.94296,0.93636,4.99323e-05,4.99323e-05,4.99323e-05
173,11775.1,1.46405,0.94966,0.91764,0.82967,0.67501,0.75115,0.53757,1.47253,0.94058,0.93619,4.67857e-05,4.67857e-05,4.67857e-05
174,11839.5,1.43243,0.925,0.9204,0.83143,0.67664,0.74949,0.53894,1.47448,0.93897,0.93642,4.36391e-05,4.36391e-05,4.36391e-05
175,11906.1,1.4459,0.94081,0.92114,0.84988,0.67268,0.75345,0.53861,1.47854,0.94383,0.93703,4.04925e-05,4.04925e-05,4.04925e-05
176,11966.5,1.5079,0.97454,0.92347,0.82501,0.66087,0.74212,0.52769,1.48783,0.9653,0.93996,3.73459e-05,3.73459e-05,3.73459e-05
177,12026,1.51029,0.97457,0.92028,0.79289,0.67058,0.7426,0.5297,1.473,0.96553,0.93901,3.41994e-05,3.41994e-05,3.41994e-05
178,12085.1,1.46362,0.94196,0.91582,0.83081,0.65515,0.74146,0.53103,1.47858,0.96164,0.93822,3.10528e-05,3.10528e-05,3.10528e-05
179,12144.4,1.46011,0.93922,0.91705,0.80797,0.66648,0.74277,0.52732,1.48165,0.96473,0.93891,2.79062e-05,2.79062e-05,2.79062e-05
180,12203.1,1.46521,0.94475,0.91636,0.79702,0.67616,0.74345,0.52882,1.47851,0.9623,0.93833,2.47596e-05,2.47596e-05,2.47596e-05
181,12264.7,1.45742,0.93375,0.91345,0.78917,0.68972,0.74496,0.53209,1.48309,0.96177,0.94014,2.1613e-05,2.1613e-05,2.1613e-05
