epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,71.368,2.29004,4.02209,1.28166,0.76135,0.06497,0.05848,0.03282,2.21187,2.90711,1.15463,0.000195279,0.000195279,0.000195279
2,138.712,2.32805,3.05759,1.1718,0.63084,0.097,0.08133,0.04392,2.18891,2.56267,1.10598,0.000389323,0.000389323,0.000389323
3,202.533,2.21425,2.62699,1.13365,0.48329,0.11607,0.1007,0.05613,2.06615,2.21668,1.10899,0.000581407,0.000581407,0.000581407
4,266.046,2.19533,2.44719,1.12996,0.43103,0.15592,0.13327,0.07322,2.02285,2.07124,1.0867,0.00057918,0.00057918,0.00057918
5,330.624,2.10142,2.25515,1.10863,0.42644,0.17548,0.16145,0.09517,2.00597,1.98236,1.07748,0.00057624,0.00057624,0.00057624
6,393.182,2.11212,2.21211,1.10616,0.53129,0.19324,0.14961,0.08757,1.95657,1.89871,1.07401,0.0005733,0.0005733,0.0005733
7,459.454,2.06267,2.09217,1.09466,0.13936,0.27803,0.18618,0.10926,1.95786,1.85275,1.06905,0.00057036,0.00057036,0.00057036
8,527.635,2.05086,2.05485,1.08645,0.34591,0.25177,0.18889,0.11233,1.98684,1.85612,1.06399,0.00056742,0.00056742,0.00056742
9,589.639,1.99884,2.01097,1.08389,0.54041,0.28035,0.20847,0.12561,1.9021,1.75197,1.05275,0.00056448,0.00056448,0.00056448
10,652.4,1.96986,1.94649,1.06261,0.48878,0.26843,0.23143,0.13813,1.93763,1.78701,1.05628,0.00056154,0.00056154,0.00056154
11,716.37,1.96328,1.90327,1.06698,0.5687,0.28733,0.25732,0.16132,1.87656,1.70177,1.04755,0.0005586,0.0005586,0.0005586
12,780.21,1.94419,1.89382,1.06433,0.60359,0.28596,0.27635,0.17706,1.85024,1.67937,1.04241,0.00055566,0.00055566,0.00055566
13,849.864,1.95315,1.86214,1.06104,0.67338,0.27956,0.3099,0.19729,1.87523,1.68984,1.04284,0.00055272,0.00055272,0.00055272
14,917.202,1.9179,1.84491,1.0597,0.61204,0.29938,0.30781,0.19482,1.83196,1.61882,1.04249,0.00054978,0.00054978,0.00054978
15,979.671,1.8994,1.79221,1.05262,0.60425,0.33166,0.33041,0.21916,1.81118,1.61867,1.03741,0.00054684,0.00054684,0.00054684
16,1040.77,1.89742,1.79501,1.05809,0.68747,0.32366,0.35186,0.23076,1.8066,1.56495,1.03695,0.0005439,0.0005439,0.0005439
17,1101.92,1.88907,1.74595,1.04088,0.64202,0.32382,0.3484,0.23048,1.79587,1.58189,1.03324,0.00054096,0.00054096,0.00054096
18,1165.73,1.89548,1.71865,1.04381,0.62654,0.32605,0.35222,0.22547,1.82435,1.54587,1.03574,0.00053802,0.00053802,0.00053802
19,1227.39,1.87252,1.69751,1.04211,0.59085,0.37374,0.3676,0.23999,1.78365,1.52952,1.02318,0.00053508,0.00053508,0.00053508
20,1288.48,1.83472,1.66403,1.02356,0.54407,0.36677,0.36313,0.23238,1.85916,1.54991,1.03748,0.00053214,0.00053214,0.00053214
21,1349.65,1.85301,1.64805,1.02652,0.62384,0.3669,0.36889,0.24124,1.7781,1.51414,1.03473,0.0005292,0.0005292,0.0005292
22,1412.48,1.88409,1.64679,1.02879,0.60141,0.36263,0.39225,0.26323,1.78701,1.53145,1.02401,0.00052626,0.00052626,0.00052626
23,1481.98,1.84679,1.61665,1.02357,0.43284,0.41376,0.38793,0.24794,1.77056,1.49722,1.02351,0.00052332,0.00052332,0.00052332
24,1545.83,1.84162,1.60941,1.02049,0.45111,0.41389,0.41635,0.27965,1.75084,1.47677,1.015,0.00052038,0.00052038,0.00052038
25,1609.41,1.81915,1.5752,1.02349,0.39382,0.40362,0.398,0.26701,1.74409,1.44718,1.0162,0.00051744,0.00051744,0.00051744
26,1676.2,1.81797,1.57277,1.02271,0.51211,0.41487,0.42724,0.28243,1.73235,1.43369,1.01327,0.0005145,0.0005145,0.0005145
27,1738.35,1.77945,1.54834,1.01819,0.58662,0.37141,0.40724,0.26774,1.74572,1.43761,1.01199,0.00051156,0.00051156,0.00051156
28,1802.85,1.78631,1.53854,1.01574,0.48406,0.42688,0.43229,0.28241,1.80026,1.43341,1.01937,0.00050862,0.00050862,0.00050862
29,1870.09,1.80978,1.54373,1.01768,0.43405,0.44292,0.43453,0.28585,1.74107,1.45641,1.01784,0.00050568,0.00050568,0.00050568
30,1932.2,1.75546,1.51328,1.01116,0.51111,0.4237,0.45447,0.30105,1.74283,1.41298,1.01712,0.00050274,0.00050274,0.00050274
31,1993.74,1.77164,1.48769,1.00537,0.51215,0.44957,0.46791,0.32161,1.71335,1.35328,1.00888,0.0004998,0.0004998,0.0004998
32,2058.29,1.81293,1.54502,1.01515,0.64328,0.39246,0.43717,0.2866,1.75192,1.41379,1.01564,0.00049686,0.00049686,0.00049686
33,2120.94,1.75253,1.47709,1.00973,0.59028,0.43618,0.46581,0.31584,1.70547,1.35772,1.00169,0.00049392,0.00049392,0.00049392
34,2182.35,1.79083,1.48508,1.00198,0.48784,0.45911,0.46902,0.31488,1.72368,1.37961,1.00523,0.00049098,0.00049098,0.00049098
35,2250.33,1.76579,1.46272,1.00076,0.4628,0.49441,0.48081,0.31213,1.72296,1.36647,1.00107,0.00048804,0.00048804,0.00048804
36,2312.82,1.76667,1.44498,1.00547,0.53707,0.47265,0.49066,0.33234,1.68773,1.35061,0.9997,0.0004851,0.0004851,0.0004851
37,2384.16,1.73928,1.44124,0.99805,0.53656,0.4597,0.48952,0.32323,1.73594,1.3487,1.00935,0.00048216,0.00048216,0.00048216
38,2445.98,1.75837,1.42165,0.99759,0.53687,0.48639,0.50688,0.3422,1.69627,1.32062,0.99995,0.00047922,0.00047922,0.00047922
39,2507.52,1.74043,1.42497,0.99926,0.6014,0.4686,0.49452,0.33299,1.67612,1.33454,0.99604,0.00047628,0.00047628,0.00047628
40,2570.56,1.74035,1.40967,0.99847,0.64573,0.47281,0.51104,0.34666,1.70559,1.33833,0.99945,0.00047334,0.00047334,0.00047334
41,2635.26,1.74198,1.38854,1.00008,0.61345,0.4694,0.51824,0.34006,1.70247,1.31677,0.99741,0.0004704,0.0004704,0.0004704
42,2701.45,1.72078,1.37095,0.99024,0.54545,0.51748,0.52074,0.3448,1.67833,1.28396,0.99414,0.00046746,0.00046746,0.00046746
43,2762.22,1.70305,1.37812,0.9915,0.58514,0.50822,0.52733,0.35508,1.69173,1.28826,0.99345,0.00046452,0.00046452,0.00046452
44,2824.91,1.72753,1.37113,0.99302,0.58318,0.4985,0.53513,0.36336,1.70437,1.29838,0.99381,0.00046158,0.00046158,0.00046158
45,2889.21,1.75177,1.3632,0.99744,0.56185,0.52885,0.53857,0.36041,1.70072,1.2992,0.99672,0.00045864,0.00045864,0.00045864
46,2953.05,1.72478,1.34682,0.99063,0.63335,0.46764,0.5288,0.34904,1.68682,1.30046,0.99619,0.0004557,0.0004557,0.0004557
47,3016.01,1.69778,1.34057,0.98591,0.5566,0.52396,0.54013,0.36675,1.68009,1.27362,0.98809,0.00045276,0.00045276,0.00045276
48,3079.08,1.70046,1.33107,0.99024,0.58752,0.51702,0.55267,0.37062,1.69829,1.28056,0.99417,0.00044982,0.00044982,0.00044982
49,3145.08,1.70872,1.31226,0.9811,0.59325,0.53538,0.55747,0.37298,1.68717,1.25756,0.98872,0.00044688,0.00044688,0.00044688
50,3209.68,1.71658,1.34107,0.98962,0.62537,0.53115,0.55551,0.37903,1.67635,1.24867,0.99078,0.00044394,0.00044394,0.00044394
51,3272.57,1.6879,1.3076,0.98053,0.59283,0.53843,0.57103,0.38679,1.70397,1.25776,0.99526,0.000441,0.000441,0.000441
52,3340.05,1.67088,1.29202,0.98017,0.63379,0.51655,0.57379,0.38782,1.681,1.23417,0.98974,0.00043806,0.00043806,0.00043806
53,3400.95,1.6723,1.28863,0.98573,0.62147,0.55488,0.59002,0.40684,1.64779,1.23559,0.98144,0.00043512,0.00043512,0.00043512
54,3493.28,1.6858,1.29089,0.98208,0.64495,0.55563,0.58204,0.39821,1.63342,1.23259,0.98219,0.00043218,0.00043218,0.00043218
55,3554.25,1.66283,1.28508,0.97729,0.64956,0.51334,0.57468,0.39107,1.65035,1.22892,0.98763,0.00042924,0.00042924,0.00042924
56,3617.31,1.66822,1.28612,0.98177,0.60217,0.54659,0.57685,0.39163,1.65917,1.22564,0.99063,0.0004263,0.0004263,0.0004263
57,3683.55,1.66317,1.25943,0.97265,0.68946,0.54223,0.59966,0.41277,1.62626,1.2074,0.97922,0.00042336,0.00042336,0.00042336
58,3745.51,1.65259,1.26243,0.97459,0.62786,0.57133,0.59401,0.39915,1.66557,1.23267,0.98723,0.00042042,0.00042042,0.00042042
59,3807.85,1.67512,1.26887,0.97632,0.6733,0.57509,0.60123,0.40795,1.62528,1.20779,0.97928,0.00041748,0.00041748,0.00041748
60,3870.36,1.65415,1.24538,0.96862,0.6662,0.56738,0.60277,0.41481,1.64401,1.21348,0.97894,0.00041454,0.00041454,0.00041454
61,3931.55,1.65746,1.26827,0.9768,0.62804,0.56748,0.59633,0.40421,1.62391,1.21621,0.97524,0.0004116,0.0004116,0.0004116
62,3992.26,1.68348,1.25815,0.97899,0.64538,0.55807,0.59891,0.4017,1.63255,1.22822,0.97989,0.00040866,0.00040866,0.00040866
63,4057.56,1.65485,1.25365,0.96833,0.63327,0.55055,0.596,0.40325,1.63225,1.20973,0.97932,0.00040572,0.00040572,0.00040572
64,4121.69,1.64201,1.22779,0.97115,0.64774,0.56512,0.60388,0.4129,1.65377,1.19142,0.98743,0.00040278,0.00040278,0.00040278
65,4189.28,1.65477,1.21305,0.97618,0.65547,0.57463,0.61005,0.42149,1.60725,1.16006,0.97237,0.00039984,0.00039984,0.00039984
66,4253.57,1.64606,1.22654,0.96626,0.66778,0.58011,0.62306,0.43057,1.60715,1.18397,0.97908,0.0003969,0.0003969,0.0003969
67,4313.53,1.6499,1.22269,0.97256,0.68058,0.5552,0.60511,0.4062,1.64184,1.19016,0.97927,0.00039396,0.00039396,0.00039396
68,4374.11,1.62916,1.20955,0.96505,0.6811,0.56984,0.6183,0.42736,1.63685,1.1964,0.97597,0.00039102,0.00039102,0.00039102
69,4438.61,1.6256,1.19153,0.96271,0.64779,0.59208,0.62311,0.42948,1.60314,1.16399,0.96909,0.00038808,0.00038808,0.00038808
70,4503.2,1.6304,1.18858,0.96462,0.69862,0.57801,0.62835,0.43267,1.61118,1.15269,0.97484,0.00038514,0.00038514,0.00038514
71,4564.43,1.58492,1.17105,0.96,0.67278,0.5999,0.6381,0.43971,1.60715,1.13975,0.97057,0.0003822,0.0003822,0.0003822
72,4625.19,1.6154,1.18163,0.96357,0.68984,0.58576,0.63234,0.4113,1.67533,1.15845,0.98888,0.00037926,0.00037926,0.00037926
73,4685.47,1.59548,1.17333,0.96212,0.67843,0.58204,0.63071,0.43419,1.58923,1.15285,0.9682,0.00037632,0.00037632,0.00037632
74,4755.28,1.61537,1.17492,0.96416,0.72746,0.57733,0.63099,0.43506,1.61821,1.15431,0.97014,0.00037338,0.00037338,0.00037338
75,4817.02,1.61554,1.16641,0.96772,0.71087,0.5862,0.64404,0.4431,1.60836,1.13784,0.97082,0.00037044,0.00037044,0.00037044
76,4880.31,1.60505,1.17114,0.95406,0.70234,0.59377,0.63626,0.44497,1.58912,1.13109,0.96639,0.0003675,0.0003675,0.0003675
77,4941.64,1.58857,1.15322,0.95379,0.71908,0.59634,0.65182,0.45794,1.57884,1.12775,0.96661,0.00036456,0.00036456,0.00036456
78,5007.9,1.61268,1.16538,0.96139,0.66889,0.60837,0.64389,0.44332,1.58273,1.12963,0.96758,0.00036162,0.00036162,0.00036162
79,5068.57,1.59524,1.1443,0.95555,0.73834,0.58559,0.65275,0.45356,1.57981,1.12179,0.9638,0.00035868,0.00035868,0.00035868
80,5129.51,1.61979,1.16037,0.96558,0.72637,0.59101,0.65462,0.45704,1.59669,1.11421,0.97212,0.00035574,0.00035574,0.00035574
81,5195.58,1.61174,1.15442,0.95543,0.70541,0.5898,0.64262,0.44527,1.56906,1.11485,0.96285,0.0003528,0.0003528,0.0003528
82,5256.42,1.59174,1.13897,0.958,0.70052,0.61661,0.66275,0.44215,1.6223,1.11793,0.97387,0.00034986,0.00034986,0.00034986
83,5317.43,1.60684,1.15242,0.96318,0.74079,0.60251,0.6667,0.4644,1.57158,1.09769,0.96252,0.00034692,0.00034692,0.00034692
84,5380.12,1.59918,1.13397,0.96121,0.71951,0.62266,0.66506,0.46013,1.58366,1.09967,0.96476,0.00034398,0.00034398,0.00034398
85,5443.1,1.60227,1.14022,0.95425,0.73731,0.59599,0.65797,0.45605,1.5791,1.10558,0.96425,0.00034104,0.00034104,0.00034104
86,5507.92,1.6003,1.13751,0.95778,0.73631,0.58787,0.6596,0.45761,1.58278,1.09422,0.96252,0.0003381,0.0003381,0.0003381
87,5570.94,1.58457,1.1314,0.95385,0.73794,0.60291,0.66686,0.46349,1.56677,1.08418,0.96332,0.00033516,0.00033516,0.00033516
88,5631.38,1.57291,1.11138,0.94922,0.74714,0.58242,0.66147,0.46143,1.56686,1.0971,0.95956,0.00033222,0.00033222,0.00033222
89,5691.89,1.57342,1.11499,0.95087,0.76873,0.59304,0.6747,0.46423,1.59035,1.10221,0.96371,0.00032928,0.00032928,0.00032928
90,5756.43,1.58545,1.11772,0.95563,0.72835,0.6042,0.65921,0.45842,1.56297,1.08403,0.96341,0.00032634,0.00032634,0.00032634
91,5817.37,1.56468,1.1047,0.95491,0.70847,0.62089,0.66796,0.46223,1.58006,1.08542,0.96161,0.0003234,0.0003234,0.0003234
92,5882.42,1.55745,1.09464,0.94848,0.71012,0.60401,0.66425,0.46538,1.57039,1.08838,0.96417,0.00032046,0.00032046,0.00032046
93,5947.32,1.57161,1.10404,0.94981,0.73698,0.62151,0.68366,0.47462,1.56661,1.07231,0.95684,0.00031752,0.00031752,0.00031752
94,6008.46,1.56108,1.09141,0.94607,0.7466,0.62015,0.68849,0.47511,1.57223,1.06246,0.95943,0.00031458,0.00031458,0.00031458
95,6069.28,1.56431,1.0847,0.94522,0.74132,0.60957,0.67211,0.46504,1.56603,1.06928,0.96119,0.00031164,0.00031164,0.00031164
